KRAS	103508.7719/1Mbp
CCNB3	955.1098/1Mbp
YOD1	955.1098/1Mbp
MRPL3	955.1098/1Mbp
COL5A3	954.5628/1Mbp
C15orf39	954.1985/1Mbp
GLE1	953.7434/1Mbp
PAPD5	953.7434/1Mbp
HIVEP2	953.5486/1Mbp
KNDC1	952.381/1Mbp
ABHD5	952.381/1Mbp
SLC10A1	952.381/1Mbp
TMX4	952.381/1Mbp
GPD1	952.381/1Mbp
CWH43	952.381/1Mbp
TAF7	952.381/1Mbp
WDR54	952.381/1Mbp
TWF2	952.381/1Mbp
GSG1L	952.381/1Mbp
GPR21	952.381/1Mbp
GALR1	952.381/1Mbp
RPF1	952.381/1Mbp
SRPK2	952.381/1Mbp
TRUB1	952.381/1Mbp
UBR1	952.381/1Mbp
DCDC2B	952.381/1Mbp
MAN1B1	952.381/1Mbp
HARBI1	952.381/1Mbp
GLT8D2	952.381/1Mbp
CEACAM8	952.381/1Mbp
HIF1AN	952.381/1Mbp
BUB1B	951.4748/1Mbp
COL18A1	951.2938/1Mbp
ZNF234	951.0223/1Mbp
DISP2	951.0223/1Mbp
NCAPD2	951.0223/1Mbp
PARP12	949.6676/1Mbp
FADS6	949.6676/1Mbp
FOXA3	949.6676/1Mbp
STRAP	949.6676/1Mbp
ALOX12B	949.6676/1Mbp
PCGF6	949.6676/1Mbp
SMARCA5	949.6676/1Mbp
PSMD8	949.6676/1Mbp
SLC35E4	949.6676/1Mbp
ATP2A3	949.6676/1Mbp
IZUMO1	949.6676/1Mbp
TMEM185A	949.6676/1Mbp
CXCR1	949.6676/1Mbp
ST3GAL2	949.6676/1Mbp
ZBTB11	948.7666/1Mbp
CLEC16A	948.7666/1Mbp
CEACAM5	948.3167/1Mbp
IL12RB1	948.3167/1Mbp
NOL9	948.3167/1Mbp
USP6	947.6427/1Mbp
CNTLN	947.6427/1Mbp
EYS	947.5679/1Mbp
TMEM30B	946.9697/1Mbp
WNT4	946.9697/1Mbp
ROM1	946.9697/1Mbp
RNF214	946.9697/1Mbp
ZNF124	946.9697/1Mbp
PTGR2	946.9697/1Mbp
THOC3	946.9697/1Mbp
DTNBP1	946.9697/1Mbp
FAM118B	946.9697/1Mbp
ATPAF1	946.9697/1Mbp
NECAB1	946.9697/1Mbp
MET	946.2976/1Mbp
PSD4	946.0738/1Mbp
MARCH7	945.6265/1Mbp
CLIC6	945.6265/1Mbp
WNT3A	944.2871/1Mbp
NKRF	944.2871/1Mbp
EIF3H	944.2871/1Mbp
HSH2D	944.2871/1Mbp
NUDT13	944.2871/1Mbp
AMBP	944.2871/1Mbp
DFNB59	944.2871/1Mbp
GEMIN4	944.2871/1Mbp
MIA2	943.6188/1Mbp
TLR8	943.3962/1Mbp
TMPRSS9	943.3962/1Mbp
MAP1S	943.3962/1Mbp
NADSYN1	942.9514/1Mbp
SLC6A9	942.9514/1Mbp
DCST1	942.9514/1Mbp
SLC5A9	942.9514/1Mbp
G2E3	942.9514/1Mbp
IL15RA	941.6196/1Mbp
PLEK2	941.6196/1Mbp
ISG20L2	941.6196/1Mbp
MDH1	941.6196/1Mbp
PRDM13	941.6196/1Mbp
HNRNPA2B1	941.6196/1Mbp
N4BP2	941.0879/1Mbp
CCDC129	940.7338/1Mbp
EXOC5	940.2915/1Mbp
PON2	938.9671/1Mbp
OR51T1	938.9671/1Mbp
PUM2	938.9671/1Mbp
HOMER2	938.9671/1Mbp
PAQR8	938.9671/1Mbp
GNAT3	938.9671/1Mbp
ATOH1	938.9671/1Mbp
MUC20	938.9671/1Mbp
ATXN7L3	938.9671/1Mbp
CP	938.0863/1Mbp
FASTKD2	937.6465/1Mbp
NCL	937.6465/1Mbp
INTS10	937.6465/1Mbp
CR1	937.0817/1Mbp
CECR2	936.5488/1Mbp
LGALS9B	936.3296/1Mbp
SHOX2	936.3296/1Mbp
GNAZ	936.3296/1Mbp
OR1I1	936.3296/1Mbp
MDFIC	936.3296/1Mbp
KHSRP	936.3296/1Mbp
TTC12	936.3296/1Mbp
IFT46	936.3296/1Mbp
LGALS9	936.3296/1Mbp
USP51	936.3296/1Mbp
RBL1	935.4537/1Mbp
SIPA1L3	935.2787/1Mbp
LPO	935.0164/1Mbp
PDE4C	935.0164/1Mbp
ZBTB39	935.0164/1Mbp
TMC4	935.0164/1Mbp
ORC3	935.0164/1Mbp
CNOT4	933.7068/1Mbp
ZBTB1	933.7068/1Mbp
PCDH8	933.7068/1Mbp
IFNGR2	933.7068/1Mbp
INO80B	933.7068/1Mbp
ADAMTS13	933.7068/1Mbp
NEUROD1	933.7068/1Mbp
CDC42EP4	933.7068/1Mbp
DSN1	933.7068/1Mbp
CCDC144A	933.7068/1Mbp
LRRC4B	933.7068/1Mbp
NFKBIB	933.7068/1Mbp
OGN	933.7068/1Mbp
KIAA0754	933.7068/1Mbp
ARFGEF2	933.184/1Mbp
TAF6	932.4009/1Mbp
ARHGAP22	932.4009/1Mbp
CAPN1	932.4009/1Mbp
BNIPL	931.0987/1Mbp
WNT9B	931.0987/1Mbp
LRPAP1	931.0987/1Mbp
SCIN	931.0987/1Mbp
NOV	931.0987/1Mbp
MX2	931.0987/1Mbp
FAM118A	931.0987/1Mbp
PCMTD1	931.0987/1Mbp
VN1R5	931.0987/1Mbp
EPS8L2	931.0987/1Mbp
ZDHHC5	931.0987/1Mbp
RANBP2	930.2326/1Mbp
DVL3	929.8001/1Mbp
MPEG1	929.8001/1Mbp
POTEE	929.368/1Mbp
NPAT	929.1521/1Mbp
ANKAR	929.1521/1Mbp
COL13A1	928.5051/1Mbp
GDAP1	928.5051/1Mbp
LIPE	928.5051/1Mbp
ESRP2	928.5051/1Mbp
PDCD2L	928.5051/1Mbp
CSTF3	928.5051/1Mbp
HLA-E	928.5051/1Mbp
SUMF2	928.5051/1Mbp
TMPRSS7	928.5051/1Mbp
PTGER2	928.5051/1Mbp
STBD1	928.5051/1Mbp
NUP160	927.859/1Mbp
NFKBIZ	927.2137/1Mbp
SLC5A3	927.2137/1Mbp
WHSC1L1	927.2137/1Mbp
KIAA1841	927.2137/1Mbp
GNA11	925.9259/1Mbp
IMPAD1	925.9259/1Mbp
CAPN12	925.9259/1Mbp
RBM4B	925.9259/1Mbp
FUT6	925.9259/1Mbp
NAAA	925.9259/1Mbp
UIMC1	925.9259/1Mbp
MCM7	925.9259/1Mbp
SLC35B1	925.9259/1Mbp
CCNYL1	925.9259/1Mbp
ZRANB3	925.9259/1Mbp
ADCY7	925.0694/1Mbp
PARP14	924.8983/1Mbp
AMZ2	923.361/1Mbp
CPSF1	923.361/1Mbp
SLC6A6	923.361/1Mbp
CXCR2	923.361/1Mbp
PPP1R7	923.361/1Mbp
BVES	923.361/1Mbp
MAPK6	923.361/1Mbp
FAM131B	923.361/1Mbp
LSM11	923.361/1Mbp
SNUPN	923.361/1Mbp
GPR15	923.361/1Mbp
TXNDC15	923.361/1Mbp
MAST2	922.8498/1Mbp
SLCO4A1	922.0839/1Mbp
AMOT	921.659/1Mbp
EHHADH	920.8103/1Mbp
ATAD1	920.8103/1Mbp
QPCT	920.8103/1Mbp
B3GNTL1	920.8103/1Mbp
BBS10	920.8103/1Mbp
LDHA	920.8103/1Mbp
HOMER3	920.8103/1Mbp
RFX2	920.8103/1Mbp
ATXN3	920.8103/1Mbp
GGA3	920.8103/1Mbp
LRSAM1	920.8103/1Mbp
NUDCD3	920.8103/1Mbp
MICAL1	919.9632/1Mbp
DDX4	919.5402/1Mbp
SSH2	918.9065/1Mbp
ZFYVE26	918.6352/1Mbp
MFAP3	918.2736/1Mbp
ADK	918.2736/1Mbp
MTRR	918.2736/1Mbp
TDP2	918.2736/1Mbp
GPR4	918.2736/1Mbp
KLF1	918.2736/1Mbp
MSI1	918.2736/1Mbp
EXOC8	918.2736/1Mbp
RNF219	917.0105/1Mbp
BRD3	917.0105/1Mbp
MLH3	917.0105/1Mbp
NHLRC2	917.0105/1Mbp
ACAD10	916.5903/1Mbp
UNC13D	916.5903/1Mbp
CCDC18	916.3803/1Mbp
SLC6A17	915.7509/1Mbp
GBX1	915.7509/1Mbp
CACNA2D3	915.7509/1Mbp
ITGA6	915.7509/1Mbp
RAD23A	915.7509/1Mbp
MLLT6	914.0768/1Mbp
SEC24A	914.0768/1Mbp
SLC4A8	914.0768/1Mbp
ATAD2B	913.8679/1Mbp
SLC15A2	913.242/1Mbp
PNMA2	913.242/1Mbp
ZNF589	913.242/1Mbp
PDLIM3	913.242/1Mbp
NCDN	913.242/1Mbp
C22orf29	913.242/1Mbp
DRG2	913.242/1Mbp
CD33	913.242/1Mbp
ALDOC	913.242/1Mbp
BAP1	913.242/1Mbp
PLCL1	912.4088/1Mbp
LARP4	911.9927/1Mbp
NEO1	911.9927/1Mbp
PRX	911.9927/1Mbp
CHD2	911.2448/1Mbp
VSX1	910.7468/1Mbp
FOXH1	910.7468/1Mbp
GTF3A	910.7468/1Mbp
ZDHHC20	910.7468/1Mbp
SULT2B1	910.7468/1Mbp
FUT1	910.7468/1Mbp
REST	910.7468/1Mbp
PHF6	910.7468/1Mbp
ADAMTSL4	910.7468/1Mbp
SUGT1	910.7468/1Mbp
DOK4	910.7468/1Mbp
GPR149	910.7468/1Mbp
HLA-A	910.7468/1Mbp
SMG1	910.2494/1Mbp
NCOA2	910.1251/1Mbp
MYO1F	909.9181/1Mbp
LDB3	909.5043/1Mbp
RNF19B	909.5043/1Mbp
ATP7B	909.5043/1Mbp
TMC3	908.2652/1Mbp
ABI3	908.2652/1Mbp
IDH3A	908.2652/1Mbp
APOA5	908.2652/1Mbp
FAM131A	908.2652/1Mbp
TJP1	907.7705/1Mbp
ARHGAP30	907.441/1Mbp
GPR17	905.7971/1Mbp
HS3ST2	905.7971/1Mbp
TSKU	905.7971/1Mbp
PALM2-AKAP2	905.7971/1Mbp
DRG1	905.7971/1Mbp
CXXC4	905.7971/1Mbp
STARD8	905.7971/1Mbp
AHSG	905.7971/1Mbp
ZDHHC2	905.7971/1Mbp
WDR31	905.7971/1Mbp
PRDM12	905.7971/1Mbp
LRRC28	905.7971/1Mbp
NKX6-1	905.7971/1Mbp
SLC6A16	904.5681/1Mbp
PDE4B	904.5681/1Mbp
TACC2	904.2613/1Mbp
SMARCC1	904.1591/1Mbp
DDX50	903.3424/1Mbp
EXOG	903.3424/1Mbp
SH3GL1	903.3424/1Mbp
RAE1	903.3424/1Mbp
ZNF280C	903.3424/1Mbp
NT5C1A	903.3424/1Mbp
FAM81A	903.3424/1Mbp
TMEM26	903.3424/1Mbp
MYO7A	902.5271/1Mbp
MYO1E	901.7133/1Mbp
FAM187B	900.9009/1Mbp
SIX5	900.9009/1Mbp
RIC3	900.9009/1Mbp
ST13	900.9009/1Mbp
PRPSAP2	900.9009/1Mbp
TMEM120A	900.9009/1Mbp
DHPS	900.9009/1Mbp
OR2T1	900.9009/1Mbp
ADARB2	900.9009/1Mbp
AP4B1	900.9009/1Mbp
SEPT5	900.9009/1Mbp
TMEM231	900.9009/1Mbp
RASEF	899.6851/1Mbp
ACAP1	899.6851/1Mbp
MAGI3	899.6851/1Mbp
CABP1	898.4726/1Mbp
USP12	898.4726/1Mbp
GPR85	898.4726/1Mbp
HMOX2	898.4726/1Mbp
WNT1	898.4726/1Mbp
LRTM2	898.4726/1Mbp
AGBL1	898.4726/1Mbp
CAMK1	898.4726/1Mbp
RNASEL	898.4726/1Mbp
TPST1	898.4726/1Mbp
AQR	897.2633/1Mbp
PRMT1	896.0573/1Mbp
DHX32	896.0573/1Mbp
GRIN3A	896.0573/1Mbp
TBX3	896.0573/1Mbp
PCSK5	895.5759/1Mbp
IQSEC2	895.4556/1Mbp
ERC1	895.2551/1Mbp
TLE2	894.8546/1Mbp
RFX4	894.8546/1Mbp
KIF2A	894.8546/1Mbp
ADAMTS6	894.4544/1Mbp
STK17B	893.655/1Mbp
GMDS	893.655/1Mbp
OPRD1	893.655/1Mbp
SLC4A10	893.655/1Mbp
TRIB1	893.655/1Mbp
JUP	893.655/1Mbp
PAPOLA	893.655/1Mbp
YY2	893.655/1Mbp
H2AFY	893.655/1Mbp
SCAMP2	893.655/1Mbp
LPAR5	893.655/1Mbp
CDK9	893.655/1Mbp
PGAP2	893.655/1Mbp
MEP1A	892.4587/1Mbp
SHROOM4	892.4587/1Mbp
HNRNPUL2	891.2656/1Mbp
APOBEC3F	891.2656/1Mbp
DMRT1	891.2656/1Mbp
LETMD1	891.2656/1Mbp
HERC1	891.2656/1Mbp
RNF34	891.2656/1Mbp
MECR	891.2656/1Mbp
LDB2	891.2656/1Mbp
SMURF2	890.0757/1Mbp
POMGNT1	890.0757/1Mbp
RBM6	889.6797/1Mbp
ST6GALNAC2	888.8889/1Mbp
FANCF	888.8889/1Mbp
FBLIM1	888.8889/1Mbp
FCGR1A	888.8889/1Mbp
EIF3M	888.8889/1Mbp
UPP2	888.8889/1Mbp
XPO6	888.0995/1Mbp
TEP1	887.8742/1Mbp
EFCAB6	887.7053/1Mbp
ZMYND15	887.7053/1Mbp
DEK	886.5248/1Mbp
SEMA3C	886.5248/1Mbp
AS3MT	886.5248/1Mbp
MSTN	886.5248/1Mbp
NDRG3	886.5248/1Mbp
UBE2Q2	886.5248/1Mbp
VPS72	886.5248/1Mbp
CD14	886.5248/1Mbp
PRMT6	886.5248/1Mbp
PHTF2	886.5248/1Mbp
PDGFRL	886.5248/1Mbp
ADIPOR1	886.5248/1Mbp
TBPL2	886.5248/1Mbp
NUDT19	886.5248/1Mbp
UPF1	884.9558/1Mbp
NUP153	884.76/1Mbp
CELSR1	884.4666/1Mbp
CNOT3	884.1733/1Mbp
PARD6G	884.1733/1Mbp
TNIP3	884.1733/1Mbp
WBP4	884.1733/1Mbp
SERPINB9	884.1733/1Mbp
GLI4	884.1733/1Mbp
RNF133	884.1733/1Mbp
GNE	884.1733/1Mbp
CTSW	884.1733/1Mbp
ACTR1A	884.1733/1Mbp
BRCA1	884.1733/1Mbp
HOXA2	884.1733/1Mbp
CHST14	884.1733/1Mbp
SP6	884.1733/1Mbp
RCCD1	884.1733/1Mbp
DOCK1	883.2362/1Mbp
ANAPC5	881.8342/1Mbp
ACTRT2	881.8342/1Mbp
DUSP11	881.8342/1Mbp
SLC10A6	881.8342/1Mbp
TTL	881.8342/1Mbp
IKBIP	881.8342/1Mbp
NIF3L1	881.8342/1Mbp
SLC39A6	881.8342/1Mbp
TPST2	881.8342/1Mbp
PGGT1B	881.8342/1Mbp
CASP4	881.8342/1Mbp
TRIM56	881.8342/1Mbp
CDK13	881.2514/1Mbp
TEX2	881.0573/1Mbp
LOXL4	880.6693/1Mbp
RAVER1	880.6693/1Mbp
SPIRE1	880.6693/1Mbp
IKBKB	880.6693/1Mbp
SH2B1	880.6693/1Mbp
PSMD13	879.5075/1Mbp
NUP88	879.5075/1Mbp
CCDC74A	879.5075/1Mbp
CCR7	879.5075/1Mbp
IL3RA	879.5075/1Mbp
WDR73	879.5075/1Mbp
S1PR3	879.5075/1Mbp
CEP68	879.5075/1Mbp
COMP	879.5075/1Mbp
ASCC2	879.5075/1Mbp
B3GNT5	879.5075/1Mbp
B3GALT4	879.5075/1Mbp
B3GNT4	879.5075/1Mbp
PLXNA2	879.5075/1Mbp
CDC37	879.5075/1Mbp
CACNA2D4	878.7346/1Mbp
AASDH	878.7346/1Mbp
FNIP2	878.7346/1Mbp
ASPH	878.3487/1Mbp
GGCX	878.3487/1Mbp
NYNRIN	877.6549/1Mbp
MTSS1	877.193/1Mbp
FNTA	877.193/1Mbp
PLEKHG7	877.193/1Mbp
SERPINB1	877.193/1Mbp
CUL4A	877.193/1Mbp
CNGA1	877.193/1Mbp
PARL	877.193/1Mbp
DNAJB14	877.193/1Mbp
ZNF883	877.193/1Mbp
DHRS9	877.193/1Mbp
DDB1	876.4242/1Mbp
FAP	876.0403/1Mbp
TFRC	876.0403/1Mbp
TMTC4	876.0403/1Mbp
CCDC40	874.8906/1Mbp
MTRF1L	874.8906/1Mbp
SEMA4A	874.8906/1Mbp
SASH3	874.8906/1Mbp
FEZ2	874.8906/1Mbp
TRABD	874.8906/1Mbp
GPR132	874.8906/1Mbp
MYB	874.8906/1Mbp
NEU2	874.8906/1Mbp
RAI1	873.9731/1Mbp
PLCD4	873.744/1Mbp
LDHAL6B	872.6003/1Mbp
HADHA	872.6003/1Mbp
TMEM25	872.6003/1Mbp
ADAP2	872.6003/1Mbp
PRKAR1A	872.6003/1Mbp
PRKAR1B	872.6003/1Mbp
CFB	871.4597/1Mbp
FASTKD5	871.4597/1Mbp
RIBC2	871.0801/1Mbp
KLHDC3	870.322/1Mbp
SLC30A5	870.322/1Mbp
DMBX1	870.322/1Mbp
RAB3IL1	870.322/1Mbp
FAM160B1	870.322/1Mbp
LRCH2	870.322/1Mbp
MAPKAPK3	870.322/1Mbp
NEUROD2	870.322/1Mbp
ABCB9	869.1873/1Mbp
PRTG	868.8097/1Mbp
PPP2R3A	868.8097/1Mbp
SYNE2	868.5582/1Mbp
DZIP1L	868.0556/1Mbp
MICB	868.0556/1Mbp
SEC23B	868.0556/1Mbp
TBC1D16	868.0556/1Mbp
NIPAL2	868.0556/1Mbp
DLG4	868.0556/1Mbp
ZFPM2	868.0556/1Mbp
MAP4	867.3027/1Mbp
GPR88	865.8009/1Mbp
CCDC136	865.8009/1Mbp
DUSP5	865.8009/1Mbp
PROKR2	865.8009/1Mbp
JAK1	865.8009/1Mbp
DUSP9	865.8009/1Mbp
NSUN4	865.8009/1Mbp
NBEAL1	865.8009/1Mbp
GIT1	864.6779/1Mbp
STAT3	864.6779/1Mbp
MAML2	864.3042/1Mbp
NSMCE4A	863.5579/1Mbp
DHX37	863.5579/1Mbp
SLC7A14	863.5579/1Mbp
CD34	863.5579/1Mbp
WDR74	863.5579/1Mbp
PSKH2	863.5579/1Mbp
ALDH3B2	863.5579/1Mbp
LSM14B	863.5579/1Mbp
PELO	863.5579/1Mbp
KIAA0196	862.069/1Mbp
CATSPERG	862.069/1Mbp
SORCS2	862.069/1Mbp
KCNH2	862.069/1Mbp
TIA1	861.3264/1Mbp
DGCR8	861.3264/1Mbp
ELMO3	861.3264/1Mbp
METAP1	861.3264/1Mbp
PTGIR	861.3264/1Mbp
BMP2K	860.5852/1Mbp
ZNF493	860.2151/1Mbp
RFWD3	860.2151/1Mbp
SIN3B	859.8452/1Mbp
AFF4	859.1065/1Mbp
SIRPG	859.1065/1Mbp
SGCA	859.1065/1Mbp
TBC1D12	859.1065/1Mbp
GCC1	859.1065/1Mbp
LIMS1	859.1065/1Mbp
DENND1B	859.1065/1Mbp
DCBLD2	859.1065/1Mbp
BBOX1	859.1065/1Mbp
HSD17B2	859.1065/1Mbp
TSC1	858.3691/1Mbp
AMPD3	858.0009/1Mbp
HELZ	857.3388/1Mbp
GPN1	856.898/1Mbp
CASP7	856.898/1Mbp
POFUT1	856.898/1Mbp
ZDHHC18	856.898/1Mbp
ERGIC3	856.898/1Mbp
FNIP1	856.898/1Mbp
SSBP3	856.898/1Mbp
NOL8	856.1644/1Mbp
ITGA10	856.1644/1Mbp
ACAP2	855.798/1Mbp
ART3	854.7009/1Mbp
MTFMT	854.7009/1Mbp
KLF17	854.7009/1Mbp
MTCH1	854.7009/1Mbp
SIRT2	854.7009/1Mbp
KCTD9	854.7009/1Mbp
ACO2	853.6065/1Mbp
STRN	853.6065/1Mbp
L3MBTL3	853.6065/1Mbp
TSC22D2	853.6065/1Mbp
MEFV	852.5149/1Mbp
TGFB1	852.5149/1Mbp
MCAT	852.5149/1Mbp
SP3	852.5149/1Mbp
MMP23B	852.5149/1Mbp
CENPL	852.5149/1Mbp
NCF1	852.5149/1Mbp
ARHGEF18	851.7888/1Mbp
DNAJC16	851.4261/1Mbp
PPP1R12C	851.4261/1Mbp
ZNF786	851.4261/1Mbp
RBMX	850.3401/1Mbp
HERPUD1	850.3401/1Mbp
EDA	850.3401/1Mbp
WNT2B	850.3401/1Mbp
TXNIP	850.3401/1Mbp
NAP1L1	850.3401/1Mbp
FAM46C	850.3401/1Mbp
LPXN	850.3401/1Mbp
RGP1	850.3401/1Mbp
CDH5	849.2569/1Mbp
TLR2	849.2569/1Mbp
RXFP1	849.2569/1Mbp
PFKP	849.2569/1Mbp
MAST1	848.7163/1Mbp
RBMXL2	848.1764/1Mbp
EN1	848.1764/1Mbp
LUC7L2	848.1764/1Mbp
BCAT2	848.1764/1Mbp
SP1	848.1764/1Mbp
ILKAP	848.1764/1Mbp
PAK1IP1	848.1764/1Mbp
AZI2	848.1764/1Mbp
PCSK7	848.1764/1Mbp
POGLUT1	848.1764/1Mbp
PC	848.1764/1Mbp
HS1BP3	848.1764/1Mbp
BCKDHB	848.1764/1Mbp
SUN1	848.1764/1Mbp
SEPHS1	848.1764/1Mbp
ITGA1	847.4576/1Mbp
CCNF	847.0987/1Mbp
SUPV3L1	847.0987/1Mbp
TLR1	847.0987/1Mbp
ARHGAP10	847.0987/1Mbp
NBEAL2	846.9449/1Mbp
ATP13A2	846.7401/1Mbp
TSPAN10	846.0237/1Mbp
HEATR6	846.0237/1Mbp
STAT5B	846.0237/1Mbp
N4BP2L2	846.0237/1Mbp
DSCC1	846.0237/1Mbp
KIAA1586	846.0237/1Mbp
ATG4B	846.0237/1Mbp
CDHR4	844.9514/1Mbp
MPHOSPH9	844.5946/1Mbp
PLCD3	844.2381/1Mbp
DUSP4	843.8819/1Mbp
GORAB	843.8819/1Mbp
ETNK2	843.8819/1Mbp
PHAX	843.8819/1Mbp
NDRG1	843.8819/1Mbp
PRRT2	843.8819/1Mbp
PLCB2	843.1703/1Mbp
TNFAIP3	842.815/1Mbp
PLEKHG6	842.815/1Mbp
SH3D19	842.815/1Mbp
GNB5	841.7508/1Mbp
IL17RC	841.7508/1Mbp
CAST	841.7508/1Mbp
TRPV3	841.7508/1Mbp
NHLRC1	841.7508/1Mbp
MFSD6	841.7508/1Mbp
GRASP	841.7508/1Mbp
SERPINB6	841.7508/1Mbp
ATRIP	841.7508/1Mbp
MAT2A	841.7508/1Mbp
PUM1	841.0429/1Mbp
ZNF606	840.6894/1Mbp
KIFAP3	840.6894/1Mbp
MYH7B	840.0538/1Mbp
CCDC130	839.6306/1Mbp
SF3A1	839.6306/1Mbp
MVK	839.6306/1Mbp
KIF3C	839.6306/1Mbp
WTAP	839.6306/1Mbp
DHH	839.6306/1Mbp
CASQ1	839.6306/1Mbp
CTSE	839.6306/1Mbp
ATN1	839.6306/1Mbp
MPPE1	839.6306/1Mbp
RTN4IP1	839.6306/1Mbp
FURIN	838.5744/1Mbp
ZNF148	838.5744/1Mbp
PLAA	837.5209/1Mbp
NAALADL2	837.5209/1Mbp
B3GNT8	837.5209/1Mbp
DNAJA1	837.5209/1Mbp
B3GNT2	837.5209/1Mbp
DIAPH3	837.5209/1Mbp
TLR6	836.4701/1Mbp
MTMR4	836.1204/1Mbp
S1PR5	835.4219/1Mbp
PRKACB	835.4219/1Mbp
FAM53A	835.4219/1Mbp
ATG4A	835.4219/1Mbp
STOML1	835.4219/1Mbp
TACR2	835.4219/1Mbp
RASGRP1	835.4219/1Mbp
STRN3	835.4219/1Mbp
CYTH1	835.4219/1Mbp
BCAT1	835.4219/1Mbp
AFG3L2	835.4219/1Mbp
NPTN	835.4219/1Mbp
MTMR3	834.0284/1Mbp
HIPK2	834.0284/1Mbp
LIPA	833.3333/1Mbp
FGFR1OP	833.3333/1Mbp
TERF2IP	833.3333/1Mbp
ACTR2	833.3333/1Mbp
SH2D2A	833.3333/1Mbp
VSIG4	833.3333/1Mbp
BRS3	833.3333/1Mbp
LIPK	833.3333/1Mbp
ADH4	833.3333/1Mbp
MYPOP	833.3333/1Mbp
P2RX1	833.3333/1Mbp
SEC62	833.3333/1Mbp
CASQ2	833.3333/1Mbp
SORBS2	832.6395/1Mbp
TTLL11	832.293/1Mbp
RNF213	832.0533/1Mbp
MGAT5B	831.2552/1Mbp
TFR2	831.2552/1Mbp
DEPDC5	831.2552/1Mbp
PRDM4	831.2552/1Mbp
SPN	831.2552/1Mbp
RRAGD	831.2552/1Mbp
SIRT7	831.2552/1Mbp
CYTH2	831.2552/1Mbp
WDFY2	831.2552/1Mbp
FBN3	830.3677/1Mbp
UHRF2	830.22/1Mbp
FGFR4	830.22/1Mbp
SPATA20	830.22/1Mbp
ALDH16A1	830.22/1Mbp
PTPRA	830.22/1Mbp
CDC5L	830.22/1Mbp
KRTAP10-4	829.1874/1Mbp
HAVCR1	829.1874/1Mbp
BRPF3	829.1874/1Mbp
HSP90B1	829.1874/1Mbp
CRTAP	829.1874/1Mbp
EGF	827.8146/1Mbp
SERPINE1	827.1299/1Mbp
BMP8A	827.1299/1Mbp
KLF12	827.1299/1Mbp
CRELD2	827.1299/1Mbp
APOL3	827.1299/1Mbp
OPN3	827.1299/1Mbp
UHRF1	826.4463/1Mbp
VCP	826.1049/1Mbp
PLA2G6	826.1049/1Mbp
TMEM63C	826.1049/1Mbp
ZNF594	825.0825/1Mbp
MAF	825.0825/1Mbp
ZNHIT2	825.0825/1Mbp
TRIM59	825.0825/1Mbp
ZNF711	825.0825/1Mbp
SEC14L2	825.0825/1Mbp
FGFR3	824.0626/1Mbp
TBC1D10B	824.0626/1Mbp
PIM1	823.0453/1Mbp
PLEKHA1	823.0453/1Mbp
SNX5	823.0453/1Mbp
CCNE2	823.0453/1Mbp
ANAPC4	823.0453/1Mbp
PCM1	823.0453/1Mbp
CC2D2A	822.5375/1Mbp
HIPK3	822.3684/1Mbp
SAG	821.0181/1Mbp
SERPINA6	821.0181/1Mbp
HSPBP1	821.0181/1Mbp
TFDP3	821.0181/1Mbp
CTH	821.0181/1Mbp
AFF1	820.3445/1Mbp
SLC9A2	820.0082/1Mbp
MEGF8	819.8641/1Mbp
HERPUD2	819.0008/1Mbp
UST	819.0008/1Mbp
RBMS1	819.0008/1Mbp
KLHDC2	819.0008/1Mbp
LHX2	819.0008/1Mbp
ST6GAL1	819.0008/1Mbp
LHX1	819.0008/1Mbp
KIF6	817.9959/1Mbp
EIF3B	817.9959/1Mbp
AADACL3	816.9935/1Mbp
RPL3L	816.9935/1Mbp
ZFP36L1	816.9935/1Mbp
SLFNL1	816.9935/1Mbp
TMEM184B	816.9935/1Mbp
INHBB	816.9935/1Mbp
PDK2	816.9935/1Mbp
SLC9A1	816.9935/1Mbp
DAZAP1	816.9935/1Mbp
CLN5	816.9935/1Mbp
EXOC6B	816.9935/1Mbp
STK32A	816.9935/1Mbp
POC1A	816.9935/1Mbp
RBMS2	816.9935/1Mbp
NHSL2	815.6607/1Mbp
BMP4	814.9959/1Mbp
TBC1D5	814.9959/1Mbp
SSB	814.9959/1Mbp
DPAGT1	814.9959/1Mbp
LIPF	814.9959/1Mbp
ADRB3	814.9959/1Mbp
LRBA	814.7114/1Mbp
PTPN23	814.4981/1Mbp
ARMC9	814.3322/1Mbp
DOCK6	813.8021/1Mbp
DNAJB12	813.0081/1Mbp
C9orf3	813.0081/1Mbp
MYLK3	813.0081/1Mbp
KLRG2	813.0081/1Mbp
KIAA1257	813.0081/1Mbp
ADAM9	813.0081/1Mbp
ABHD3	813.0081/1Mbp
SGK494	811.03/1Mbp
SPRED3	811.03/1Mbp
KIF4A	811.03/1Mbp
EPSTI1	811.03/1Mbp
COX15	811.03/1Mbp
NIPAL1	811.03/1Mbp
EVPL	810.6355/1Mbp
GRIN2C	810.3728/1Mbp
PLCB3	809.7166/1Mbp
MYO10	809.4544/1Mbp
CCDC51	809.0615/1Mbp
FAM83G	809.0615/1Mbp
C1orf127	809.0615/1Mbp
ALX4	809.0615/1Mbp
IHH	809.0615/1Mbp
NAGA	809.0615/1Mbp
STAC2	809.0615/1Mbp
DPEP1	809.0615/1Mbp
SNAPC3	809.0615/1Mbp
ASS1	807.1025/1Mbp
